permno,PERMCO,HSHRCD,DLSTCD,HTICK,HCOMNAM,HTSYMBOL,HNAICS,HPRIMEXC,HTRDSTAT,HSECSTAT,COMPNO,ISSUNO,HEXCD,HSICCD,NUMNAM,NUMSHR,NUMDEL,NUMNDI,BEGDAT,ENDDAT,BEGPRC,ENDPRC,BEGRET,ENDRET,MKTCAPDAY0,ADJPRCDAY0
10104,8045,11,100,ORCL,ORACLE CORP,ORCL,541512,N,A,R,60007998,10536,1,7379,5,322,1,2083,1986-03-12,2024-12-31,1986-03-12,2024-12-31,1986-03-12,2024-12-31,158145708.14999998,38.55
10107,8048,11,100,MSFT,MICROSOFT CORP,MSFT,513210,Q,A,R,60008001,10539,3,7370,3,280,1,2260,1986-03-13,2024-12-31,1986-03-13,2024-12-31,1986-03-13,2024-12-31,483743400.0,62.58
10138,8087,11,100,TROW,T ROWE PRICE GROUP INC,TROW,523940,Q,A,R,60008040,10609,3,6211,7,284,1,1717,1986-04-02,2024-12-31,1986-04-02,2024-12-31,1986-04-02,2024-12-31,18564418.560000002,75.84
10145,22168,11,100,HON,HONEYWELL INTERNATIONAL INC,HON,336412,Q,A,R,60018933,25476,3,3724,19,497,1,96,1925-12-31,2024-12-31,1925-12-31,2024-12-31,1925-12-31,2024-12-31,84983633.12477025,111.50878546796163
10516,20207,11,100,ADM,ARCHER DANIELS MIDLAND CO,ADM,311221,N,A,R,0,0,1,2046,9,532,1,0,1925-12-31,2024-12-31,1925-12-31,2024-12-31,1925-12-31,2024-12-31,26577726.0,46.19
10693,8596,11,100,EHC,ENCOMPASS HEALTH CORP,EHC,622310,N,A,R,60008546,11349,1,8069,9,373,1,88,1986-09-24,2024-12-31,1986-09-24,2024-12-31,1986-09-24,2024-12-31,3002085.9820655053,33.4322907709197
10696,8598,11,100,FI,FISERV INC,FI,518210,N,A,R,60008548,11354,1,7374,4,292,1,1799,1986-09-25,2024-12-31,1986-09-25,2024-12-31,1986-09-25,2024-12-31,23131770.0,53.67
10866,20342,11,100,CAL,CALERES INC,CAL,458210,N,A,R,0,0,1,5661,13,502,1,0,1925-12-31,2024-12-31,1925-12-31,2024-12-31,1925-12-31,2024-12-31,1400371.23,32.61
10874,20344,11,100,BC,BRUNSWICK CORP,BC,333618,N,A,R,0,0,1,3519,10,497,1,0,1925-12-31,2024-12-31,1925-12-31,2024-12-31,1925-12-31,2024-12-31,4967032.2,55.38
10890,21814,11,100,UIS,UNISYS CORP,UIS,541512,N,A,R,0,0,1,7373,11,506,1,0,1925-12-31,2024-12-31,1925-12-31,2024-12-31,1925-12-31,2024-12-31,751245.0,15.0
11308,20468,11,100,KO,COCA COLA CO,KO,311930,N,A,R,0,0,1,2087,7,502,1,0,1925-12-31,2024-12-31,1925-12-31,2024-12-31,1925-12-31,2024-12-31,180281686.2,41.8
11403,9245,11,100,CDNS,CADENCE DESIGN SYSTEMS INC,CDNS,513210,Q,A,R,60018179,24495,3,7372,10,298,1,890,1987-06-10,2024-12-31,1987-06-10,2024-12-31,1987-06-10,2024-12-31,7047028.66,25.34
11404,20499,11,100,ED,CONSOLIDATED EDISON INC,ED,221118,N,A,R,0,0,1,4931,11,500,1,0,1925-12-31,2024-12-31,1925-12-31,2024-12-31,1925-12-31,2024-12-31,22437122.639999997,73.63
11533,9360,11,100,FICO,FAIR ISAAC CORP,FICO,561499,N,A,R,60009304,12449,1,7389,13,395,1,47,1987-07-22,2024-12-31,1987-07-22,2024-12-31,1987-07-22,2024-12-31,3718179.97,120.17
11600,9424,11,100,XRAY,DENTSPLY SIRONA INC,XRAY,339114,Q,A,R,60009368,12540,3,3840,4,274,1,1686,1987-08-12,2024-12-31,1987-08-12,2024-12-31,1987-08-12,2024-12-31,13488462.0,58.62
11618,9440,11,100,FAST,FASTENAL CO,FAST,423840,Q,A,R,60009384,12569,3,5200,5,288,1,1851,1987-08-20,2024-12-31,1987-08-20,2024-12-31,1987-08-20,2024-12-31,13576155.9,23.475
11674,20574,11,100,DTE,D T E ENERGY CO,DTE,221118,N,A,R,0,0,1,4911,8,509,1,0,1925-12-31,2024-12-31,1925-12-31,2024-12-31,1925-12-31,2024-12-31,14836205.485645201,82.68289623342827
11850,20678,11,100,XOM,EXXON MOBIL CORP,XOM,211120,N,A,R,0,0,1,1311,10,508,1,0,1925-12-31,2024-12-31,1925-12-31,2024-12-31,1925-12-31,2024-12-31,376892926.77,90.89
11891,9764,11,100,MGM,M G M RESORTS INTERNATIONAL,MGM,721110,N,A,R,60009700,13015,1,7011,10,408,1,24,1988-05-02,2024-12-31,1988-05-02,2024-12-31,1988-05-02,2024-12-31,16902859.16,29.48
11955,9804,11,100,WM,WASTE MANAGEMENT INC DEL,WM,562219,N,A,R,60009739,13069,1,4953,7,401,1,133,1988-06-03,2024-12-31,1988-06-03,2024-12-31,1988-06-03,2024-12-31,31170051.56,70.52
11990,53463,11,100,KKR,K K R & CO INC,KKR,523940,N,A,R,0,0,1,6282,8,183,1,0,2010-07-15,2024-12-31,2010-07-15,2024-12-31,2010-07-15,2024-12-31,7116075.73,15.83
12052,20791,11,100,GD,GENERAL DYNAMICS CORP,GD,336411,N,A,R,0,0,1,3721,8,489,1,0,1926-01-28,2024-12-31,1926-01-28,2024-12-31,1926-01-28,2024-12-31,53428034.0,175.45
12060,20792,11,100,GE,GENERAL ELECTRIC CO,GE,333611,N,A,R,0,0,1,3511,11,492,1,0,1925-12-31,2024-12-31,1925-12-31,2024-12-31,1925-12-31,2024-12-31,173333147.2894099,156.74927041598656
12062,9848,11,100,LH,LABCORP HOLDINGS INC,LH,621511,N,A,R,60009782,13132,1,8071,10,406,1,52,1988-07-07,2024-12-31,1988-07-07,2024-12-31,1988-07-07,2024-12-31,11301381.859759338,109.722153978246
12308,17322,11,100,CHTR,CHARTER COMMUNICATIONS INC NEW,CHTR,516210,Q,A,R,60017317,65347,3,4841,5,82,1,512,2010-09-14,2024-12-31,2010-09-14,2024-12-31,2010-09-14,2024-12-31,76842978.77102,285.76999
12369,53554,11,100,GM,GENERAL MOTORS CO,GM,336110,N,A,R,0,0,1,3711,2,172,1,0,2010-11-18,2024-12-31,2010-11-18,2024-12-31,2010-11-18,2024-12-31,53672397.949999996,35.15
12449,53610,11,100,CPAY,CORPAY INC,CPAY,561499,N,A,R,0,0,1,7389,3,172,1,0,2010-12-15,2024-12-31,2010-12-15,2024-12-31,2010-12-15,2024-12-31,13422361.87208,144.64999
12476,53621,11,100,TRGP,TARGA RESOURCES CORP,TRGP,486210,N,A,R,0,0,1,4922,3,172,1,0,2010-12-07,2024-12-31,2010-12-07,2024-12-31,2010-12-07,2024-12-31,10484349.459999999,57.98
12490,20990,11,100,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,334111,N,A,R,0,0,1,3571,8,535,1,0,1925-12-31,2024-12-31,1925-12-31,2024-12-31,1925-12-31,2024-12-31,152323462.06656015,160.1963097071164
12558,53667,11,100,KMI,KINDER MORGAN INC,KMI,221210,N,A,R,0,0,1,4924,4,171,1,0,2011-02-11,2024-12-31,2011-02-11,2024-12-31,2011-02-11,2024-12-31,48241386.04,21.61
12570,20964,11,100,ITT,I T T INC,ITT,333996,N,A,R,0,0,1,3594,17,510,1,0,1925-12-31,2024-12-31,1925-12-31,2024-12-31,1925-12-31,2024-12-31,3453911.9999999995,39.16
12591,53688,11,100,APO,APOLLO GLOBAL MANAGEMENT INC NEW,APO,523940,N,A,R,0,0,1,6282,5,171,1,0,2011-03-30,2024-12-31,2011-03-30,2024-12-31,2011-03-30,2024-12-31,3650246.4,19.68
12622,53696,11,100,HCA,H C A HEALTHCARE INC,HCA,622110,N,A,R,0,0,1,8062,4,170,1,0,2011-03-10,2024-12-31,2011-03-10,2024-12-31,2011-03-10,2024-12-31,27899119.56,74.46
12623,53697,11,100,HII,HUNTINGTON INGALLS INDS INC,HII,336611,N,A,R,0,0,1,3731,4,168,1,0,2011-03-31,2024-12-31,2011-03-31,2024-12-31,2011-03-31,2024-12-31,8765492.3,189.05
12872,53810,11,100,MPC,MARATHON PETROLEUM CORP,MPC,324110,N,A,R,0,0,1,2911,1,164,1,0,2011-07-01,2024-12-31,2011-07-01,2024-12-31,2011-07-01,2024-12-31,27937247.95,52.93
12981,53876,11,100,FBIN,FORTUNE BRANDS INNOVATIONS INC,FBIN,332510,N,A,R,0,0,1,3429,6,165,1,0,2011-10-04,2024-12-31,2011-10-04,2024-12-31,2011-10-04,2024-12-31,7335351.824310139,47.53738861043335
13035,53896,11,100,XYL,XYLEM INC,XYL,333914,N,A,R,0,0,1,3561,4,162,1,0,2011-11-01,2024-12-31,2011-11-01,2024-12-31,2011-11-01,2024-12-31,8906961.75,49.65
13168,53964,11,100,TRIP,TRIPADVISOR INC,TRIP,561510,Q,A,R,60071646,69412,3,9999,2,118,1,508,2011-12-21,2024-12-31,2011-12-21,2024-12-31,2011-12-21,2024-12-31,6238585.609999999,47.51
13210,53983,11,100,EPAM,EPAM SYSTEMS INC,EPAM,541511,N,A,R,0,0,1,7371,3,158,1,0,2012-02-08,2024-12-31,2012-02-08,2024-12-31,2012-02-08,2024-12-31,3248951.76,63.66
13323,54026,11,100,ENPH,ENPHASE ENERGY INC,ENPH,334413,Q,A,R,60071358,68868,3,9999,2,122,1,470,2012-03-30,2024-12-31,2012-03-30,2024-12-31,2012-03-30,2024-12-31,65382.450000000004,1.05
13356,54048,11,100,PSX,PHILLIPS 66,PSX,324110,N,A,R,0,0,1,2911,5,157,1,0,2012-05-01,2024-12-31,2012-05-01,2024-12-31,2012-05-01,2024-12-31,45204571.5,86.79
13407,54084,11,100,META,META PLATFORMS INC,META,519290,Q,A,R,60072175,70352,3,7375,6,111,1,627,2012-05-18,2024-12-31,2012-05-18,2024-12-31,2012-05-18,2024-12-31,275088440.0,116.86
13447,54109,11,100,NOW,SERVICENOW INC,NOW,541512,N,A,R,0,0,1,7379,6,156,1,0,2012-06-29,2024-12-31,2012-06-29,2024-12-31,2012-06-29,2024-12-31,12560392.26,75.66
13511,54139,11,100,PANW,PALO ALTO NETWORKS INC,PANW,334118,Q,A,R,60072477,70893,3,7371,6,151,1,71,2012-07-20,2024-12-31,2012-07-20,2024-12-31,2012-07-20,2024-12-31,11638620.84,21.156666666666666
13628,54213,11,100,WDAY,WORKDAY INC,WDAY,541511,Q,A,R,60072710,71323,3,7372,5,126,1,213,2012-10-12,2024-12-31,2012-10-12,2024-12-31,2012-10-12,2024-12-31,8547500.0,68.38
13641,54222,11,100,FANG,DIAMONDBACK ENERGY INC,FANG,211120,Q,A,R,2003649,70296,3,9999,3,120,1,403,2012-10-12,2024-12-31,2012-10-12,2024-12-31,2012-10-12,2024-12-31,9307368.0,103.25
13688,21356,11,100,PCG,P G & E CORP,PCG,221118,N,A,R,0,0,1,4931,13,533,1,0,1925-12-31,2024-12-31,1925-12-31,2024-12-31,1925-12-31,2024-12-31,30527116.79,60.37
13721,54287,11,100,ABBV,ABBVIE INC,ABBV,325412,N,A,R,0,0,1,2834,1,145,1,0,2013-01-02,2024-12-31,2013-01-02,2024-12-31,2013-01-02,2024-12-31,101422428.58999999,62.41
13788,54327,11,100,ZTS,ZOETIS INC,ZTS,325412,N,A,R,0,0,1,2834,3,146,1,0,2013-02-01,2024-12-31,2013-02-01,2024-12-31,2013-02-01,2024-12-31,26464510.470000003,53.59
13856,21384,11,100,PEP,PEPSICO INC,PEP,312111,Q,A,R,60019752,26463,3,2086,8,595,1,139,1925-12-31,2024-12-31,1925-12-31,2024-12-31,1925-12-31,2024-12-31,150087250.95000002,104.65
13901,21398,11,100,MO,ALTRIA GROUP INC,MO,312230,N,A,R,0,0,1,2111,15,511,1,0,1925-12-31,2024-12-31,1925-12-31,2024-12-31,1925-12-31,2024-12-31,131896827.72999999,67.63
13911,54401,11,100,IQV,IQVIA HOLDINGS INC,IQV,541715,N,A,R,0,0,1,8731,7,147,1,0,2013-05-09,2024-12-31,2013-05-09,2024-12-31,2013-05-09,2024-12-31,18938781.26,76.93
13928,21401,11,100,COP,CONOCOPHILLIPS,COP,213112,N,A,R,0,0,1,1382,9,504,1,0,1925-12-31,2024-12-31,1925-12-31,2024-12-31,1925-12-31,2024-12-31,62707156.47,50.61
13936,21402,11,100,PVH,P V H CORP,PVH,315250,N,A,R,0,0,1,2321,11,526,1,0,1925-12-31,2024-12-31,1925-12-31,2024-12-31,1925-12-31,2024-12-31,7211620.680000001,90.98
13949,54426,11,100,CDW,C D W CORP NEW,CDW,541511,Q,A,R,60073312,72505,3,9999,1,109,1,309,2013-06-27,2024-12-31,2013-06-27,2024-12-31,2013-06-27,2024-12-31,8261862.0,51.54
13963,54433,11,100,NWSA,NEWS CORP NEW,NWSA,513110,Q,A,R,60073265,72417,3,9999,2,104,1,251,2013-07-01,2024-12-31,2013-07-01,2024-12-31,2013-07-01,2024-12-31,4462949.75,11.69
13983,54444,11,100,COTY,COTY INC,COTY,325620,N,A,R,0,0,1,2844,3,142,1,0,2013-06-13,2024-12-31,2013-06-13,2024-12-31,2013-06-13,2024-12-31,13933850.410000002,18.67
14008,216,11,100,AMGN,AMGEN INC,AMGN,325414,Q,A,R,60000215,298,3,2830,8,300,1,2646,1983-06-17,2024-12-31,1983-06-17,2024-12-31,1983-06-17,2024-12-31,111268885.99999999,150.73
14338,54672,11,100,HLT,HILTON WORLDWIDE HOLDINGS INC,HLT,721110,N,A,R,0,0,1,7011,2,135,1,0,2013-12-12,2024-12-31,2013-12-12,2024-12-31,2013-12-12,2024-12-31,18787104.013840184,56.943156634220784
14541,20440,11,100,CVX,CHEVRON CORP NEW,CVX,324110,N,A,R,0,0,1,2911,12,501,1,0,1925-12-31,2024-12-31,1925-12-31,2024-12-31,1925-12-31,2024-12-31,222473576.64999998,117.85
14579,54812,11,100,PAYC,PAYCOM SOFTWARE INC,PAYC,541511,N,A,R,0,0,1,7371,5,134,1,0,2014-04-15,2024-12-31,2014-04-15,2024-12-31,2014-04-15,2024-12-31,2793358.17,46.47
14593,7,11,100,AAPL,APPLE INC,AAPL,334220,Q,A,R,60000006,8,3,3571,5,306,1,2761,1980-12-12,2024-12-31,1980-12-12,2024-12-31,1980-12-12,2024-12-31,610695328.4,29.0375
14601,54824,11,100,NAVI,NAVIENT CORP,NAVI,523150,Q,A,R,60074151,73990,3,9999,6,59,1,179,2014-05-01,2024-12-31,2014-05-01,2024-12-31,2014-05-01,2024-12-31,4836420.0,16.62
14702,194,11,100,AMAT,APPLIED MATERIALS INC,AMAT,333248,Q,A,R,60000193,262,3,3550,9,251,1,2380,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1972-12-14,2024-12-31,34370634.0,31.94
14714,54907,11,100,ANET,ARISTA NETWORKS INC,ANET,334118,N,A,R,0,0,1,3577,2,130,1,0,2014-06-06,2024-12-31,2014-06-06,2024-12-31,2014-06-06,2024-12-31,6814485.54,6.06625
14776,54936,11,100,SYF,SYNCHRONY FINANCIAL,SYF,522110,N,A,R,0,0,1,6021,5,130,1,0,2014-07-31,2024-12-31,2014-07-31,2024-12-31,2014-07-31,2024-12-31,30591769.96,37.06
14795,21758,11,100,TKR,TIMKEN CO,TKR,332991,N,A,R,0,0,1,3562,8,491,1,0,1925-12-31,2024-12-31,1925-12-31,2024-12-31,1925-12-31,2024-12-31,3186524.25,40.95
14882,55000,11,100,CZR,CAESARS ENTERTAINMENT INC DE,CZR,711219,Q,A,R,2003912,74191,3,9999,4,94,1,291,2014-09-22,2024-12-31,2014-09-22,2024-12-31,2014-09-22,2024-12-31,803157.3,17.05
14889,55006,11,100,CFG,CITIZENS FINANCIAL GROUP INC,CFG,522110,N,A,R,0,0,1,6022,6,130,1,0,2014-09-24,2024-12-31,2014-09-24,2024-12-31,2014-09-24,2024-12-31,18355945.08,35.86
14939,55033,11,100,KEYS,KEYSIGHT TECHNOLOGIES INC,KEYS,334513,N,A,R,0,0,1,3823,2,124,1,0,2014-11-03,2024-12-31,2014-11-03,2024-12-31,2014-11-03,2024-12-31,6220024.600000001,36.28
15202,21876,11,100,VMC,VULCAN MATERIALS CO,VMC,212313,N,A,R,0,0,1,1423,11,485,1,0,1925-12-31,2024-12-31,1925-12-31,2024-12-31,1925-12-31,2024-12-31,16490993.76,124.64
15272,55214,11,100,SEDG,SOLAREDGE TECHNOLOGIES INC,SEDG,334413,Q,A,R,60075181,75877,3,9999,1,88,1,385,2015-03-26,2024-12-31,2015-03-26,2024-12-31,2015-03-26,2024-12-31,544618.7999999999,13.2
15291,55229,11,100,ETSY,ETSY INC,ETSY,459999,Q,A,R,60075245,75997,3,9999,3,86,1,247,2015-04-16,2024-12-31,2015-04-16,2024-12-31,2015-04-16,2024-12-31,1377759.24,11.88
15315,55241,11,100,GDDY,GODADDY INC,GDDY,541512,N,A,R,0,0,1,7373,1,118,1,0,2015-04-01,2024-12-31,2015-04-01,2024-12-31,2015-04-01,2024-12-31,3124392.6799999997,35.72
15408,55296,11,100,KHC,KRAFT HEINZ CO,KHC,311513,Q,A,R,60075346,76177,3,9999,1,85,1,354,2015-07-06,2024-12-31,2015-07-06,2024-12-31,2015-07-06,2024-12-31,106478144.28,87.53
15456,21936,11,100,FL,FOOT LOCKER INC,FL,458210,N,A,R,0,0,1,5661,14,493,1,0,1925-12-31,2024-12-31,1925-12-31,2024-12-31,1925-12-31,2024-12-31,9494541.450000001,71.73
15488,55341,11,100,PYPL,PAYPAL HOLDINGS INC,PYPL,561499,Q,A,R,60075282,76069,3,9999,3,86,1,289,2015-07-20,2024-12-31,2015-07-20,2024-12-31,2015-07-20,2024-12-31,48581750.0,40.25
15579,21737,11,100,TXN,TEXAS INSTRUMENTS INC,TXN,334413,Q,A,R,60020380,27242,3,3674,7,455,1,409,1926-02-11,2024-12-31,1926-02-11,2024-12-31,1926-02-11,2024-12-31,73284502.72,73.58
15707,55421,11,100,HPE,HEWLETT PACKARD ENTERPRISE CO,HPE,513210,N,A,R,0,0,1,7372,5,115,1,0,2015-11-02,2024-12-31,2015-11-02,2024-12-31,2015-11-02,2024-12-31,22654756.420521032,13.607955961839068
15720,21543,11,100,EIX,EDISON INTERNATIONAL,EIX,221118,N,A,R,0,0,1,4911,10,496,1,0,1926-05-27,2024-12-31,1926-05-27,2024-12-31,1926-05-27,2024-12-31,23376939.25,71.75
15850,55487,11,100,MTCH,MATCH GROUP INC NEW,MTCH,561499,Q,A,R,60011790,81645,3,9999,6,88,1,236,2015-11-19,2024-12-31,2015-11-19,2024-12-31,2015-11-19,2024-12-31,793662.0099999999,16.765018864273966
16087,55585,11,100,FTV,FORTIVE CORP,FTV,334513,N,A,R,0,0,1,3823,4,105,1,0,2016-07-05,2024-12-31,2016-07-05,2024-12-31,2016-07-05,2024-12-31,15999886.713928768,46.27735579130144
16431,55778,11,100,LW,LAMB WESTON HOLDINGS INC,LW,311412,N,A,R,0,0,1,2038,1,99,1,0,2016-11-10,2024-12-31,2016-11-10,2024-12-31,2016-11-10,2024-12-31,5473540.0,37.49
16432,20834,11,100,GT,GOODYEAR TIRE & RUBBER CO,GT,326211,Q,A,R,60018856,25366,3,3011,6,454,1,269,1927-08-05,2024-12-31,1927-08-05,2024-12-31,1927-08-05,2024-12-31,7859880.0,31.19
16600,20906,11,100,HSY,HERSHEY CO,HSY,311351,N,A,R,0,0,1,2066,7,476,1,0,1927-12-01,2024-12-31,1927-12-01,2024-12-31,1927-12-01,2024-12-31,15755311.200000001,103.92
16678,21068,11,100,KR,KROGER CO,KR,445110,N,A,R,0,0,1,5411,7,503,1,0,1928-01-26,2024-12-31,1928-01-26,2024-12-31,1928-01-26,2024-12-31,31633575.0,33.72
17005,21185,11,100,CVS,C V S HEALTH CORP,CVS,456110,N,A,R,0,0,1,5912,12,501,1,0,1928-09-27,2024-12-31,1928-09-27,2024-12-31,1928-09-27,2024-12-31,85688373.64999999,80.35
17144,20798,11,100,GIS,GENERAL MILLS INC,GIS,311999,N,A,R,0,0,1,2099,8,498,1,0,1928-11-30,2024-12-31,1928-11-30,2024-12-31,1928-11-30,2024-12-31,36012882.99,62.09
17478,21179,11,100,SPGI,S & P GLOBAL INC,SPGI,523940,N,A,R,0,0,1,6282,17,505,1,0,1929-02-14,2024-12-31,1929-02-14,2024-12-31,1929-02-14,2024-12-31,28083849.0,108.39
17726,20537,11,100,CCK,CROWN HOLDINGS INC,CCK,332431,N,A,R,0,0,1,3411,6,498,1,0,1929-05-09,2024-12-31,1929-05-09,2024-12-31,1929-05-09,2024-12-31,7431608.52,53.16
17743,544,11,100,WRB,BERKLEY W R CORP,WRB,524126,N,A,R,60000543,711,1,6331,8,401,1,792,1973-10-23,2024-12-31,1973-10-23,2024-12-31,1973-10-23,2024-12-31,8094298.679999999,19.759999999999998
17750,21055,11,100,KMB,KIMBERLY CLARK CORP,KMB,322291,N,A,R,0,0,1,2676,10,506,1,0,1929-05-09,2024-12-31,1929-05-09,2024-12-31,1929-05-09,2024-12-31,41030236.800000004,114.56
17830,21832,11,100,RTX,R T X CORP,RTX,336412,N,A,R,0,0,1,3724,13,504,1,0,1929-04-11,2024-12-31,1929-04-11,2024-12-31,1929-04-11,2024-12-31,50342678.85375603,61.13955795045947
18163,21446,11,100,PG,PROCTER & GAMBLE CO,PG,325620,N,A,R,0,0,1,2844,8,503,1,0,1929-08-12,2024-12-31,1929-08-12,2024-12-31,1929-08-12,2024-12-31,225318610.6,84.2
18411,21640,11,100,SO,SOUTHERN CO,SO,221118,N,A,R,0,0,1,4911,8,498,1,0,1929-10-10,2024-12-31,1929-10-10,2024-12-31,1929-10-10,2024-12-31,48098333.92,49.04
18542,20408,11,100,CAT,CATERPILLAR INC,CAT,333120,N,A,R,0,0,1,3531,10,504,1,0,1929-12-02,2024-12-31,1929-12-02,2024-12-31,1929-12-02,2024-12-31,54991011.269999996,93.99
18729,20473,11,100,CL,COLGATE PALMOLIVE CO,CL,325620,N,A,R,0,0,1,2844,8,507,1,0,1930-03-13,2024-12-31,1930-03-13,2024-12-31,1930-03-13,2024-12-31,58254770.220000006,65.54
19166,20681,11,100,FMC,F M C CORP,FMC,325180,N,A,R,0,0,1,2812,12,489,1,0,1931-04-22,2024-12-31,1931-04-22,2024-12-31,1931-04-22,2024-12-31,6642951.968341524,49.63390318473333
19350,20566,11,100,DE,DEERE & CO,DE,333111,N,A,R,0,0,1,3523,6,487,1,0,1933-06-29,2024-12-31,1933-06-29,2024-12-31,1933-06-29,2024-12-31,32970635.65,104.05
19393,20331,11,100,BMY,BRISTOL MYERS SQUIBB CO,BMY,325412,N,A,R,0,0,1,2834,8,493,1,0,1933-09-08,2024-12-31,1933-09-08,2024-12-31,1933-09-08,2024-12-31,99354623.5,59.45
19502,21881,11,100,WBA,WALGREENS BOOTS ALLIANCE INC,WBA,456110,Q,A,R,60020528,27423,3,5912,8,447,1,313,1934-02-15,2024-12-31,1934-02-15,2024-12-31,1934-02-15,2024-12-31,89547853.6,82.96
19561,20315,11,100,BA,BOEING CO,BA,336411,N,A,R,0,0,1,3721,7,501,1,0,1934-09-05,2024-12-31,1934-09-05,2024-12-31,1934-09-05,2024-12-31,96876547.02,156.97
20053,781,11,100,SNV,SYNOVUS FINANCIAL CORP,SNV,522110,N,A,R,60000780,999,1,6022,10,446,1,38,1978-08-10,2024-12-31,1978-08-10,2024-12-31,1978-08-10,2024-12-31,5036272.82,41.18
20415,21097,11,100,JEF,JEFFERIES FINANCIAL GROUP INC,JEF,523150,N,A,R,0,0,1,6211,18,492,1,0,1937-01-08,2024-12-31,1937-01-08,2024-12-31,1937-01-08,2024-12-31,7478212.256636419,20.771542451951323
