index,permno,PERMCO,HSHRCD,DLSTCD,HTICK,HCOMNAM,HTSYMBOL,HNAICS,HPRIMEXC,HTRDSTAT,HSECSTAT,COMPNO,ISSUNO,HEXCD,HSICCD,NUMNAM,NUMSHR,NUMDEL,NUMNDI,BEGDAT,ENDDAT,BEGPRC,ENDPRC,BEGRET,ENDRET,MKTCAPDAY0
482,90386,45695,11,100,MOS,MOSAIC CO NEW,MOS,325312,N,A,R,0,0,1,2874,2,245,1,0,10/25/2004,12/31/2024,10/25/2004,12/31/2024,10/25/2004,12/31/2024,10342557.67
112,21936,21394,11,100,PFE,PFIZER INC,PFE,325412,N,A,R,0,0,1,2834,8,485,1,0,1/17/1944,12/31/2024,1/17/1944,12/31/2024,1/17/1944,12/31/2024,189590132.5
119,22752,21188,11,100,MRK,MERCK & CO INC NEW,MRK,325412,N,A,R,0,0,1,2834,8,479,1,0,5/15/1946,12/31/2024,5/15/1946,12/31/2024,5/15/1946,12/31/2024,157935444.4
47,13721,54287,11,100,ABBV,ABBVIE INC,ABBV,325412,N,A,R,0,0,1,2834,1,145,1,0,1/2/2013,12/31/2024,1/2/2013,12/31/2024,1/2/2013,12/31/2024,101422428.6
99,19393,20331,11,100,BMY,BRISTOL MYERS SQUIBB CO,BMY,325412,N,A,R,0,0,1,2834,8,493,1,0,9/8/1933,12/31/2024,9/8/1933,12/31/2024,9/8/1933,12/31/2024,99354623.5
335,77274,11300,11,100,GILD,GILEAD SCIENCES INC,GILD,325412,Q,A,R,60011202,15329,3,2830,5,265,1,2052,1/22/1992,12/31/2024,1/22/1992,12/31/2024,1/22/1992,12/31/2024,97149600
226,50876,21102,11,100,LLY,LILLY ELI & CO,LLY,325412,N,A,R,0,0,1,2834,3,449,1,0,7/9/1970,12/31/2024,7/9/1970,12/31/2024,7/9/1970,12/31/2024,82354520.8
104,20482,20017,11,100,ABT,ABBOTT LABORATORIES,ABT,325412,N,A,R,0,0,1,2834,9,492,1,0,3/1/1937,12/31/2024,3/1/1937,12/31/2024,3/1/1937,12/31/2024,57493705.5
324,76614,10876,11,100,REGN,REGENERON PHARMACEUTICALS INC,REGN,325412,Q,A,R,60010784,14724,3,2830,3,245,1,1956,4/2/1991,12/31/2024,4/2/1991,12/31/2024,4/2/1991,12/31/2024,39525631.94
48,13788,54327,11,100,ZTS,ZOETIS INC,ZTS,325412,N,A,R,0,0,1,2834,3,146,1,0,2/1/2013,12/31/2024,2/1/2013,12/31/2024,2/1/2013,12/31/2024,26464510.47
360,79906,30033,11,100,INCY,INCYTE CORP,INCY,325412,Q,A,R,60014135,19236,3,8731,10,266,1,1812,11/4/1993,12/31/2024,11/4/1993,12/31/2024,11/4/1993,12/31/2024,19323029.68
329,76744,11042,11,100,VRTX,VERTEX PHARMACEUTICALS INC,VRTX,325412,Q,A,R,70069683,14981,3,2830,2,262,1,1862,7/24/1991,12/31/2024,7/24/1991,12/31/2024,7/24/1991,12/31/2024,18595261.89
366,80539,13036,11,100,NKTR,NEKTAR THERAPEUTICS,NKTR,325412,Q,A,R,70069242,17612,3,2830,3,261,1,1824,5/3/1994,12/31/2024,5/3/1994,12/31/2024,5/3/1994,12/31/2024,1944260.28
57,14008,216,11,100,AMGN,AMGEN INC,AMGN,325414,Q,A,R,60000215,298,3,2830,8,300,1,2646,6/17/1983,12/31/2024,6/17/1983,12/31/2024,6/17/1983,12/31/2024,111268886
312,75694,10107,11,100,TECH,BIO TECHNE CORP,TECH,325414,Q,A,R,60010038,13514,3,2836,4,266,1,1828,2/9/1989,12/31/2024,2/9/1989,12/31/2024,2/9/1989,12/31/2024,3828379.1
180,36468,21609,11,100,SHW,SHERWIN WILLIAMS CO,SHW,325510,N,A,R,0,0,1,2851,12,463,1,0,7/2/1962,12/31/2024,7/2/1962,12/31/2024,7/2/1962,12/31/2024,25506963.25
116,22509,21351,11,100,PPG,P P G INDUSTRIES INC,PPG,325510,N,A,R,0,0,1,2851,7,483,1,0,12/17/1945,12/31/2024,12/17/1945,12/31/2024,12/17/1945,12/31/2024,25145523.75
301,70578,1467,11,100,ECL,ECOLAB INC,ECL,325611,N,A,R,60001466,1874,1,2841,10,447,1,67,12/14/1972,12/31/2024,12/14/1972,12/31/2024,12/14/1972,12/31/2024,34414798.08
123,23393,1103,11,100,CHD,CHURCH & DWIGHT INC,CHD,325611,N,A,R,60001102,1421,1,2841,5,441,1,157,12/30/1976,12/31/2024,12/30/1976,12/31/2024,12/30/1976,12/31/2024,11466501.36
161,28222,20030,11,100,APD,AIR PRODUCTS & CHEMICALS INC,APD,325612,N,A,R,0,0,1,2842,6,477,1,0,11/13/1961,12/31/2024,11/13/1961,12/31/2024,11/13/1961,12/31/2024,31180033.43
208,46578,20463,11,100,CLX,CLOROX CO,CLX,325612,N,A,R,0,0,1,2842,3,450,1,0,8/1/1968,12/31/2024,8/1/1968,12/31/2024,8/1/1968,12/31/2024,15580598.88
93,18163,21446,11,100,PG,PROCTER & GAMBLE CO,PG,325620,N,A,R,0,0,1,2844,8,503,1,0,8/12/1929,12/31/2024,8/12/1929,12/31/2024,8/12/1929,12/31/2024,225318610.6
96,18729,20473,11,100,CL,COLGATE PALMOLIVE CO,CL,325620,N,A,R,0,0,1,2844,8,507,1,0,3/13/1930,12/31/2024,3/13/1930,12/31/2024,3/13/1930,12/31/2024,58254770.22
384,82642,31196,11,100,EL,LAUDER ESTEE COS INC,EL,325620,N,A,R,0,0,1,2844,7,360,1,0,11/17/1995,12/31/2024,11/17/1995,12/31/2024,11/17/1995,12/31/2024,17188835.07
56,13983,54444,11,100,COTY,COTY INC,COTY,325620,N,A,R,0,0,1,2844,3,142,1,0,6/13/2013,12/31/2024,6/13/2013,12/31/2024,6/13/2013,12/31/2024,13933850.41
268,60986,3178,11,100,NWL,NEWELL BRANDS INC,NWL,326199,Q,A,R,60019640,26307,3,3089,10,439,1,86,12/14/1972,12/31/2024,12/14/1972,12/31/2024,12/14/1972,12/31/2024,21669408
398,84387,31894,11,100,CMT,CORE MOLDING TECHNOLOGIES INC,CMT,326199,A,A,R,0,0,2,3089,9,346,1,0,1/2/1997,12/31/2024,1/2/1997,12/31/2024,1/2/1997,12/31/2024,129096.87
83,16432,20834,11,100,GT,GOODYEAR TIRE & RUBBER CO,GT,326211,Q,A,R,60018856,25366,3,3011,6,454,1,269,8/5/1927,12/31/2024,8/5/1927,12/31/2024,8/5/1927,12/31/2024,7859880
278,62498,4998,11,100,WST,WEST PHARMACEUTICAL SERVICES INC,WST,326299,N,A,R,60004997,6293,1,3069,10,436,1,0,12/14/1972,12/31/2024,12/14/1972,12/31/2024,12/14/1972,12/31/2024,6152578.88
115,22293,20523,11,100,GLW,CORNING INC,GLW,327212,N,A,R,0,0,1,3229,10,483,1,0,5/21/1945,12/31/2024,5/21/1945,12/31/2024,5/21/1945,12/31/2024,23114767.5
333,77157,22462,11,100,OI,O I GLASS INC,OI,327213,N,A,R,0,0,1,3221,5,387,1,0,12/11/1991,12/31/2024,12/11/1991,12/31/2024,12/11/1991,12/31/2024,2911436.15
395,84262,15171,11,100,STLD,STEEL DYNAMICS INC,STLD,331110,Q,A,R,60015010,20297,3,3310,5,237,1,1755,11/22/1996,12/31/2024,11/22/1996,12/31/2024,11/22/1996,12/31/2024,8827454.85
325,76644,29028,11,100,X,UNITED STATES STEEL CORP NEW,X,331110,N,A,R,0,0,1,3312,4,389,1,0,5/7/1991,12/31/2024,5/7/1991,12/31/2024,5/7/1991,12/31/2024,5986051.89
198,43123,21722,11,100,ATI,A T I INC,ATI,331210,N,A,R,0,0,1,3317,12,462,1,0,5/2/1966,12/31/2024,5/2/1966,12/31/2024,5/2/1966,12/31/2024,1775510.1
389,83601,5009,11,100,WOR,WORTHINGTON ENTERPRISES INC,WOR,331221,N,A,R,60005008,6309,1,3316,10,400,1,528,12/14/1972,12/31/2024,12/14/1972,12/31/2024,12/14/1972,12/31/2024,1980840.453
138,24643,20060,11,100,HWM,HOWMET AEROSPACE INC,HWM,331318,N,A,R,0,0,1,3355,11,480,1,0,6/11/1951,12/31/2024,6/11/1951,12/31/2024,6/11/1951,12/31/2024,8414392.82
174,34817,21308,11,100,NUE,NUCOR CORP,NUE,332312,N,A,R,0,0,1,3441,9,455,1,0,7/2/1962,12/31/2024,7/2/1962,12/31/2024,7/2/1962,12/31/2024,18984890.85
246,57568,20257,11,100,BALL,BALL CORP,BALL,332431,N,A,R,0,0,1,3411,6,453,1,0,12/14/1972,12/31/2024,12/14/1972,12/31/2024,12/14/1972,12/31/2024,13241554.5
89,17726,20537,11,100,CCK,CROWN HOLDINGS INC,CCK,332431,N,A,R,0,0,1,3411,6,498,1,0,5/9/1929,12/31/2024,5/9/1929,12/31/2024,5/9/1929,12/31/2024,7431608.52
199,43350,21664,11,100,SWK,STANLEY BLACK & DECKER INC,SWK,332510,N,A,R,0,0,1,3429,12,460,1,0,6/15/1966,12/31/2024,6/15/1966,12/31/2024,6/15/1966,12/31/2024,17442251.75
35,12981,53876,11,100,FBIN,FORTUNE BRANDS INNOVATIONS INC,FBIN,332510,N,A,R,0,0,1,3429,6,165,1,0,10/4/2011,12/31/2024,10/4/2011,12/31/2024,10/4/2011,12/31/2024,7335351.824
113,22103,20643,11,100,EMR,EMERSON ELECTRIC CO,EMR,332911,N,A,R,0,0,1,3491,11,488,1,0,9/5/1944,12/31/2024,9/5/1944,12/31/2024,9/5/1944,12/31/2024,36701427.5
172,34032,21161,11,100,MAS,MASCO CORP,MAS,332913,N,A,R,0,0,1,3432,12,473,1,0,7/2/1962,12/31/2024,7/2/1962,12/31/2024,7/2/1962,12/31/2024,10581334.61
66,14795,21758,11,100,TKR,TIMKEN CO,TKR,332991,N,A,R,0,0,1,3562,8,491,1,0,12/31/1925,12/31/2024,12/31/1925,12/31/2024,12/31/1925,12/31/2024,3186524.25
457,89031,41562,11,100,AXON,AXON ENTERPRISE INC,AXON,332994,Q,A,R,60021549,29341,3,3480,9,207,1,1387,6/7/2001,12/31/2024,6/7/2001,12/31/2024,6/7/2001,12/31/2024,1286148.5
98,19350,20566,11,100,DE,DEERE & CO,DE,333111,N,A,R,0,0,1,3523,6,487,1,0,6/29/1933,12/31/2024,6/29/1933,12/31/2024,6/29/1933,12/31/2024,32970635.65
95,18542,20408,11,100,CAT,CATERPILLAR INC,CAT,333120,N,A,R,0,0,1,3531,10,504,1,0,12/2/1929,12/31/2024,12/2/1929,12/31/2024,12/2/1929,12/31/2024,54991011.27
245,56573,20968,11,100,ITW,ILLINOIS TOOL WORKS INC,ITW,333248,N,A,R,0,0,1,3559,10,445,1,0,3/13/1973,12/31/2024,3/13/1973,12/31/2024,3/13/1973,12/31/2024,43005132.6
63,14702,194,11,100,AMAT,APPLIED MATERIALS INC,AMAT,333248,Q,A,R,60000193,262,3,3550,9,251,1,2380,12/14/1972,12/31/2024,12/14/1972,12/31/2024,12/14/1972,12/31/2024,34370634
210,46886,2551,11,100,KLAC,K L A CORP,KLAC,333310,Q,A,R,60002550,3250,3,3827,11,307,1,2141,10/8/1980,12/31/2024,10/8/1980,12/31/2024,10/8/1980,12/31/2024,12445849.89
269,61146,5708,11,100,PAR,PAR TECHNOLOGY CORP,PAR,333310,N,A,R,60005696,7067,1,3578,12,430,1,68,12/3/1982,12/31/2024,12/3/1982,12/31/2024,12/3/1982,12/31/2024,86779
148,25953,20596,11,100,DOV,DOVER CORP,DOV,333415,N,A,R,0,0,1,3585,9,467,1,0,12/3/1956,12/31/2024,12/3/1956,12/31/2024,12/3/1956,12/31/2024,9377050.399
431,87034,35177,11,100,LII,LENNOX INTERNATIONAL INC,LII,333415,N,A,R,0,0,1,3585,7,314,1,0,7/29/1999,12/31/2024,7/29/1999,12/31/2024,7/29/1999,12/31/2024,6615186.16
22,12060,20792,11,100,GE,GENERAL ELECTRIC CO,GE,333611,N,A,R,0,0,1,3511,11,492,1,0,12/31/1925,12/31/2024,12/31/1925,12/31/2024,12/31/1925,12/31/2024,173333147.3
192,41080,20543,11,100,CMI,CUMMINS INC,CMI,333618,N,A,R,0,0,1,3519,6,458,1,0,9/10/1964,12/31/2024,9/10/1964,12/31/2024,9/10/1964,12/31/2024,23523160.57
8,10874,20344,11,100,BC,BRUNSWICK CORP,BC,333618,N,A,R,0,0,1,3519,10,497,1,0,12/31/1925,12/31/2024,12/31/1925,12/31/2024,12/31/1925,12/31/2024,4967032.2
248,57809,3160,11,100,NDSN,NORDSON CORP,NDSN,333912,Q,A,R,60003159,4015,3,3560,5,273,1,1935,12/13/1979,12/31/2024,12/13/1979,12/31/2024,12/13/1979,12/31/2024,6514844.8
36,13035,53896,11,100,XYL,XYLEM INC,XYL,333914,N,A,R,0,0,1,3561,4,162,1,0,11/1/2011,12/31/2024,11/1/2011,12/31/2024,11/1/2011,12/31/2024,8906961.75
310,75591,22075,11,100,IEX,IDEX CORP,IEX,333914,N,A,R,0,0,1,3561,5,400,1,0,6/2/1989,12/31/2024,6/2/1989,12/31/2024,6/2/1989,12/31/2024,6954795.24
252,58318,3302,11,100,TEX,TEREX CORP NEW,TEX,333924,N,A,R,60003301,4202,1,3537,12,444,1,117,11/7/1973,12/31/2024,11/7/1973,12/31/2024,11/7/1973,12/31/2024,3382446
227,51263,2767,11,100,MTW,MANITOWOC CO INC,MTW,333924,N,A,R,60002766,3523,1,3537,10,451,1,204,12/14/1972,12/31/2024,12/14/1972,12/31/2024,12/14/1972,12/31/2024,821530.24
193,41355,21367,11,100,PH,PARKER HANNIFIN CORP,PH,333995,N,A,R,0,0,1,3593,10,466,1,0,12/9/1964,12/31/2024,12/9/1964,12/31/2024,12/9/1964,12/31/2024,19015884.9
392,84032,31769,11,100,NOV,N O V INC,NOV,333996,N,A,R,0,0,1,3594,6,350,1,0,10/29/1996,12/31/2024,10/29/1996,12/31/2024,10/29/1996,12/31/2024,14280232.04
166,30940,1425,11,100,FLS,FLOWSERVE CORP,FLS,333996,N,A,R,60001424,1825,1,3594,8,418,1,260,12/14/1972,12/31/2024,12/14/1972,12/31/2024,12/14/1972,12/31/2024,6393452.52
30,12570,20964,11,100,ITT,I T T INC,ITT,333996,N,A,R,0,0,1,3594,17,510,1,0,12/31/1925,12/31/2024,12/31/1925,12/31/2024,12/31/1925,12/31/2024,3453912
410,85621,32158,11,100,MTD,METTLER TOLEDO INTERNATIONAL INC,MTD,333998,N,A,R,0,0,1,3596,6,333,1,0,11/14/1997,12/31/2024,11/14/1997,12/31/2024,11/14/1997,12/31/2024,11080774.86
28,12490,20990,11,100,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,334111,N,A,R,0,0,1,3571,8,535,1,0,12/31/1925,12/31/2024,12/31/1925,12/31/2024,12/31/1925,12/31/2024,152323462.1
155,27828,20908,11,100,HPQ,H P INC,HPQ,334111,N,A,R,0,0,1,3571,13,465,1,0,3/17/1961,12/31/2024,3/17/1961,12/31/2024,3/17/1961,12/31/2024,25325947.35
293,66384,4879,11,100,WDC,WESTERN DIGITAL CORP,WDC,334112,Q,A,R,60020537,27434,3,3572,6,400,1,374,1/26/1973,12/31/2024,1/26/1973,12/31/2024,1/26/1973,12/31/2024,19995840
382,82598,14152,11,100,NTAP,NETAPP INC,NTAP,334112,Q,A,R,60014000,19072,3,3572,3,240,1,1988,11/21/1995,12/31/2024,11/21/1995,12/31/2024,11/21/1995,12/31/2024,9912220.76
513,92293,52762,11,100,TDC,TERADATA CORP DE,TDC,334112,N,A,R,0,0,1,3572,2,209,1,0,10/1/2007,12/31/2024,10/1/2007,12/31/2024,10/1/2007,12/31/2024,3582642
316,76076,10486,11,100,CSCO,CISCO SYSTEMS INC,CSCO,334118,Q,A,R,60010404,14115,3,3674,5,251,1,2298,2/16/1990,12/31/2024,2/16/1990,12/31/2024,2/16/1990,12/31/2024,153303439.9
43,13511,54139,11,100,PANW,PALO ALTO NETWORKS INC,PANW,334118,Q,A,R,60072477,70893,3,7371,6,151,1,71,7/20/2012,12/31/2024,7/20/2012,12/31/2024,7/20/2012,12/31/2024,11638620.84
430,86979,16614,11,100,JNPR,JUNIPER NETWORKS INC,JNPR,334118,N,A,R,60017052,22994,1,3577,8,280,1,1215,6/25/1999,12/31/2024,6/25/1999,12/31/2024,6/25/1999,12/31/2024,10877237.8
158,27983,21945,11,100,XRX,XEROX HOLDINGS CORP,XRX,334118,Q,A,R,60020608,27523,3,3577,16,448,1,59,7/11/1961,12/31/2024,7/11/1961,12/31/2024,7/11/1961,12/31/2024,6984923.53
64,14714,54907,11,100,ANET,ARISTA NETWORKS INC,ANET,334118,N,A,R,0,0,1,3577,2,130,1,0,6/6/2014,12/31/2024,6/6/2014,12/31/2024,6/6/2014,12/31/2024,6814485.54
523,93132,53286,11,100,FTNT,FORTINET INC,FTNT,334118,Q,A,R,60069153,65163,3,9999,2,124,1,544,11/18/2009,12/31/2024,11/18/2009,12/31/2024,11/18/2009,12/31/2024,5213109.36
330,76795,11092,11,100,ZBRA,ZEBRA TECHNOLOGIES CORP,ZBRA,334118,Q,A,R,60010998,15051,3,3577,7,261,1,1782,8/15/1991,12/31/2024,8/15/1991,12/31/2024,8/15/1991,12/31/2024,4561331.25
399,84519,15321,11,100,CIEN,CIENA CORP,CIEN,334210,N,A,R,60015159,20499,1,3661,9,276,1,1554,2/7/1997,12/31/2024,2/7/1997,12/31/2024,2/7/1997,12/31/2024,3429483.4
61,14593,7,11,100,AAPL,APPLE INC,AAPL,334220,Q,A,R,60000006,8,3,3571,5,306,1,2761,12/12/1980,12/31/2024,12/12/1980,12/31/2024,12/12/1980,12/31/2024,610695328.4
334,77178,11253,11,100,QCOM,QUALCOMM INC,QCOM,334220,Q,A,R,60011157,15270,3,3663,7,265,1,2458,12/13/1991,12/31/2024,12/13/1991,12/31/2024,12/13/1991,12/31/2024,96661200
120,22779,21230,11,100,MSI,MOTOROLA SOLUTIONS INC,MSI,334220,N,A,R,0,0,1,3663,10,492,1,0,5/20/1946,12/31/2024,5/20/1946,12/31/2024,5/20/1946,12/31/2024,13874506.8
258,59328,2367,11,100,INTC,INTEL CORP,INTC,334413,Q,A,R,60002366,3017,3,3679,3,283,1,2765,12/14/1972,12/31/2024,12/14/1972,12/31/2024,12/14/1972,12/31/2024,173118000
77,15579,21737,11,100,TXN,TEXAS INSTRUMENTS INC,TXN,334413,Q,A,R,60020380,27242,3,3674,7,455,1,409,2/11/1926,12/31/2024,2/11/1926,12/31/2024,2/11/1926,12/31/2024,73284502.72
520,93002,53196,11,100,AVGO,BROADCOM INC,AVGO,334413,Q,A,R,60067764,62262,3,9999,5,156,1,663,8/6/2009,12/31/2024,8/6/2009,12/31/2024,8/6/2009,12/31/2024,70859832.2
425,86580,16382,11,100,NVDA,NVIDIA CORP,NVDA,334413,Q,A,R,60016697,22463,3,3670,4,237,1,1872,1/22/1999,12/31/2024,1/22/1999,12/31/2024,1/22/1999,12/31/2024,54983390
240,53613,7065,11,100,MU,MICRON TECHNOLOGY INC,MU,334413,Q,A,R,60019448,26077,3,3674,8,380,1,1109,6/1/1984,12/31/2024,6/1/1984,12/31/2024,6/1/1984,12/31/2024,24867057.6
266,60871,282,11,100,ADI,ANALOG DEVICES INC,ADI,334413,Q,A,R,60017759,23966,3,3674,6,364,1,437,12/14/1972,12/31/2024,12/14/1972,12/31/2024,12/14/1972,12/31/2024,22343938.36
214,48486,7013,11,100,LRCX,LAM RESH CORP,LRCX,334413,Q,A,R,60006983,9016,3,3559,8,291,1,2101,5/4/1984,12/31/2024,5/4/1984,12/31/2024,5/4/1984,12/31/2024,17414411.82
207,45911,20058,11,100,SWKS,SKYWORKS SOLUTIONS INC,SWKS,334413,Q,A,R,60015965,21589,3,3674,4,364,1,1890,3/13/1968,12/31/2024,3/13/1968,12/31/2024,3/13/1968,12/31/2024,13887720
347,78987,12027,11,100,MCHP,MICROCHIP TECHNOLOGY INC,MCHP,334413,Q,A,R,60011914,16333,3,3670,2,263,1,1923,3/19/1993,12/31/2024,3/19/1993,12/31/2024,3/19/1993,12/31/2024,13819055.5
270,61241,211,11,100,AMD,ADVANCED MICRO DEVICES INC,AMD,334413,Q,A,R,60017840,24069,3,3674,6,423,1,431,12/14/1972,12/31/2024,12/14/1972,12/31/2024,12/14/1972,12/31/2024,10687050
403,85035,15506,11,100,QRVO,QORVO INC,QRVO,334413,Q,A,R,2003969,75199,3,3670,5,240,1,2011,6/3/1997,12/31/2024,6/3/1997,12/31/2024,6/3/1997,12/31/2024,6682909.9
445,88182,37176,11,100,ON,ON SEMICONDUCTOR CORP,ON,334413,Q,A,R,60017602,23711,3,3674,4,227,1,1408,4/28/2000,12/31/2024,4/28/2000,12/31/2024,4/28/2000,12/31/2024,5316373.98
504,91611,51447,11,100,FSLR,FIRST SOLAR INC,FSLR,334413,Q,A,R,60062652,54143,3,3674,4,169,1,758,11/17/2006,12/31/2024,11/17/2006,12/31/2024,11/17/2006,12/31/2024,3489333.9
484,90455,45879,11,100,MPWR,MONOLITHIC PWR SYS INC,MPWR,334413,Q,A,R,60057385,45157,3,3674,4,183,1,931,11/19/2004,12/31/2024,11/19/2004,12/31/2024,11/19/2004,12/31/2024,3410702.73
71,15272,55214,11,100,SEDG,SOLAREDGE TECHNOLOGIES INC,SEDG,334413,Q,A,R,60075181,75877,3,9999,1,88,1,385,3/26/2015,12/31/2024,3/26/2015,12/31/2024,3/26/2015,12/31/2024,544618.8
39,13323,54026,11,100,ENPH,ENPHASE ENERGY INC,ENPH,334413,Q,A,R,60071358,68868,3,9999,2,122,1,470,3/30/2012,12/31/2024,3/30/2012,12/31/2024,3/30/2012,12/31/2024,65382.45
401,84769,31967,11,100,APH,AMPHENOL CORP NEW,APH,334417,N,A,R,0,0,1,3678,3,342,1,0,5/20/1997,12/31/2024,5/20/1997,12/31/2024,5/20/1997,12/31/2024,20800671.54
349,79094,12108,11,100,JBL,JABIL INC,JBL,334418,N,A,R,60011995,16431,1,3672,6,350,1,191,4/29/1993,12/31/2024,4/29/1993,12/31/2024,4/29/1993,12/31/2024,4424118.16
351,79108,12083,11,100,SANM,SANMINA CORP,SANM,334418,Q,A,R,60011970,16400,3,3672,7,259,1,1888,4/14/1993,12/31/2024,4/14/1993,12/31/2024,4/14/1993,12/31/2024,2689406.6
416,85914,7506,11,100,BBY,BEST BUY COMPANY INC,BBY,334419,N,A,R,60007464,9754,1,3679,8,418,1,92,4/18/1985,12/31/2024,4/18/1985,12/31/2024,4/18/1985,12/31/2024,13419199.76
438,87445,36380,11,100,TDY,TELEDYNE TECHNOLOGIES,TDY,334419,N,A,R,0,0,1,3679,4,306,1,0,11/30/1999,12/31/2024,11/30/1999,12/31/2024,11/30/1999,12/31/2024,4332684
318,76095,10504,11,100,HOLX,HOLOGIC INC,HOLX,334510,Q,A,R,60010422,14145,3,3844,4,274,1,2001,3/1/1990,12/31/2024,3/1/1990,12/31/2024,3/1/1990,12/31/2024,11213734.4
194,42200,20616,11,100,RVTY,REVVITY INC,RVTY,334510,N,A,R,0,0,1,3845,11,470,1,0,7/6/1965,12/31/2024,7/6/1965,12/31/2024,7/6/1965,12/31/2024,5804789.55
