index,permno,PERMCO,HSHRCD,DLSTCD,HTICK,HCOMNAM,HTSYMBOL,HNAICS,HPRIMEXC,HTRDSTAT,HSECSTAT,COMPNO,ISSUNO,HEXCD,HSICCD,NUMNAM,NUMSHR,NUMDEL,NUMNDI,BEGDAT,ENDDAT,BEGPRC,ENDPRC,BEGRET,ENDRET,MKTCAPDAY0
139,24766,21303,11,100,NOC,NORTHROP GRUMMAN CORP,NOC,334511,N,A,R,0,0,1,3812,8,478,1,0,12/10/1951,12/31/2024,12/10/1951,12/31/2024,12/10/1951,12/31/2024,41402181.18
146,25582,20883,11,100,LHX,L3HARRIS TECHNOLOGIES INC,LHX,334511,N,A,R,0,0,1,3812,10,471,1,0,7/13/1955,12/31/2024,7/13/1955,12/31/2024,7/13/1955,12/31/2024,12765733.44
336,77338,11344,11,100,ROP,ROPER TECHNOLOGIES INC,ROP,334513,Q,A,R,60019954,26732,3,3823,8,363,1,69,2/13/1992,12/31/2024,2/13/1992,12/31/2024,2/13/1992,12/31/2024,18758188.61
81,16087,55585,11,100,FTV,FORTIVE CORP,FTV,334513,N,A,R,0,0,1,3823,4,105,1,0,7/5/2016,12/31/2024,7/5/2016,12/31/2024,7/5/2016,12/31/2024,15999886.71
405,85257,32054,11,100,AME,AMETEK INC NEW,AME,334513,N,A,R,0,0,1,3823,4,338,1,0,8/8/1997,12/31/2024,8/8/1997,12/31/2024,8/8/1997,12/31/2024,11391083.04
69,14939,55033,11,100,KEYS,KEYSIGHT TECHNOLOGIES INC,KEYS,334513,N,A,R,0,0,1,3823,2,124,1,0,11/3/2014,12/31/2024,11/3/2014,12/31/2024,11/3/2014,12/31/2024,6220024.6
228,51369,21731,11,100,TER,TERADYNE INC,TER,334515,Q,A,R,60020243,27080,3,3825,6,423,1,117,10/19/1970,12/31/2024,10/19/1970,12/31/2024,10/19/1970,12/31/2024,5107014.36
448,88446,37938,11,100,ILMN,ILLUMINA INC,ILMN,334516,Q,A,R,60017719,23918,3,3826,4,212,1,1412,7/28/2000,12/31/2024,7/28/2000,12/31/2024,7/28/2000,12/31/2024,18688608.82
437,87432,36364,11,100,A,AGILENT TECHNOLOGIES INC,A,334516,N,A,R,0,0,1,3826,7,311,1,0,11/18/1999,12/31/2024,11/18/1999,12/31/2024,11/18/1999,12/31/2024,14958064.52
385,82651,31208,11,100,WAT,WATERS CORP,WAT,334516,N,A,R,0,0,1,3826,6,359,1,0,11/17/1995,12/31/2024,11/17/1995,12/31/2024,11/17/1995,12/31/2024,10993255.73
272,61516,655,11,100,BIO,BIO RAD LABORATORIES INC,BIO,334516,N,A,R,60000654,0,1,3826,8,428,1,0,2/27/1980,12/31/2024,2/27/1980,12/31/2024,2/27/1980,12/31/2024,4466113.47
358,79879,12583,11,100,VIAV,VIAVI SOLUTIONS INC,VIAV,334516,Q,A,R,60012466,17054,3,3674,9,270,1,2108,11/17/1993,12/31/2024,11/17/1993,12/31/2024,11/17/1993,12/31/2024,1931160
275,62092,4557,11,100,TMO,THERMO FISHER SCIENTIFIC INC,TMO,334519,N,A,R,60004556,5782,1,3829,7,447,1,0,12/14/1972,12/31/2024,12/14/1972,12/31/2024,12/14/1972,12/31/2024,56753241.75
223,49680,20557,11,100,DHR,DANAHER CORP,DHR,334519,N,A,R,0,0,1,3829,10,441,1,0,12/10/1969,12/31/2024,12/10/1969,12/31/2024,12/10/1969,12/31/2024,48106314.61
321,76230,10691,11,100,TRMB,TRIMBLE INC,TRMB,334519,Q,A,R,60010608,14434,3,3810,8,259,1,1760,7/20/1990,12/31/2024,7/20/1990,12/31/2024,7/20/1990,12/31/2024,7606851
348,79089,12074,11,100,FOSL,FOSSIL GROUP INC,FOSL,334519,Q,A,R,60011961,16390,3,3873,5,253,1,1727,4/8/1993,12/31/2024,4/8/1993,12/31/2024,4/8/1993,12/31/2024,1272853.53
462,89216,42401,11,100,AYI,ACUITY BRANDS INC,AYI,335139,N,A,R,0,0,1,3648,6,285,1,0,11/14/2001,12/31/2024,11/14/2001,12/31/2024,11/14/2001,12/31/2024,10324031.96
160,28118,21247,11,100,NC,NACCO INDUSTRIES INC,NC,335210,N,A,R,0,0,1,3634,10,458,1,0,9/13/1961,12/31/2024,9/13/1961,12/31/2024,9/13/1961,12/31/2024,153547.5
144,25419,21916,11,100,WHR,WHIRLPOOL CORP,WHR,335220,N,A,R,0,0,1,3639,8,471,1,0,1/3/1955,12/31/2024,1/3/1955,12/31/2024,1/3/1955,12/31/2024,13739505.69
286,65402,21625,11,100,AOS,SMITH A O CORP,AOS,335220,N,A,R,0,0,1,3639,9,424,1,0,9/30/1983,12/31/2024,9/30/1983,12/31/2024,9/30/1983,12/31/2024,7015750
397,84381,31847,11,100,ROK,ROCKWELL AUTOMATION INC,ROK,335312,N,A,R,0,0,1,3621,10,350,1,0,12/16/1996,12/31/2024,12/16/1996,12/31/2024,12/16/1996,12/31/2024,17833421.67
524,93246,53339,11,100,GNRC,GENERAC HOLDINGS INC,GNRC,335312,N,A,R,0,0,1,3621,1,179,1,0,2/11/2010,12/31/2024,2/11/2010,12/31/2024,2/11/2010,12/31/2024,2677323.78
170,32942,20945,11,100,HUBB,HUBBELL INC,HUBB,335999,N,A,R,0,0,1,3699,11,441,1,0,7/2/1962,12/31/2024,7/2/1962,12/31/2024,7/2/1962,12/31/2024,6512197.48
505,91668,51555,11,100,IPGP,I P G PHOTONICS CORP,IPGP,335999,Q,A,R,60062399,53809,3,3674,2,162,1,912,12/13/2006,12/31/2024,12/13/2006,12/31/2024,12/13/2006,12/31/2024,5260232.56
25,12369,53554,11,100,GM,GENERAL MOTORS CO,GM,336110,N,A,R,0,0,1,3711,2,172,1,0,11/18/2010,12/31/2024,11/18/2010,12/31/2024,11/18/2010,12/31/2024,53672397.95
147,25785,20750,11,100,F,FORD MOTOR CO DEL,F,336110,N,A,R,0,0,1,3711,8,448,1,0,3/7/1956,12/31/2024,3/7/1956,12/31/2024,3/7/1956,12/31/2024,49137045.17
526,93436,53453,11,100,TSLA,TESLA INC,TSLA,336110,Q,A,R,60069832,66252,3,9999,4,131,1,724,6/29/2010,12/31/2024,6/29/2010,12/31/2024,6/29/2010,12/31/2024,35057123.01
263,60506,3487,11,100,PCAR,PACCAR INC,PCAR,336110,Q,A,R,60003486,4437,3,3711,6,306,1,1707,12/14/1972,12/31/2024,12/14/1972,12/31/2024,12/14/1972,12/31/2024,22907724
353,79545,29936,11,100,BWA,BORGWARNER INC,BWA,336390,N,A,R,0,0,1,3714,8,386,1,0,8/13/1993,12/31/2024,8/13/1993,12/31/2024,8/13/1993,12/31/2024,7292956.543
101,19561,20315,11,100,BA,BOEING CO,BA,336411,N,A,R,0,0,1,3721,7,501,1,0,9/5/1934,12/31/2024,9/5/1934,12/31/2024,9/5/1934,12/31/2024,96876547.02
21,12052,20791,11,100,GD,GENERAL DYNAMICS CORP,GD,336411,N,A,R,0,0,1,3721,8,489,1,0,1/28/1926,12/31/2024,1/28/1926,12/31/2024,1/28/1926,12/31/2024,53428034
126,23579,21743,11,100,TXT,TEXTRON INC,TXT,336411,N,A,R,0,0,1,3721,13,477,1,0,12/22/1947,12/31/2024,12/22/1947,12/31/2024,12/22/1947,12/31/2024,13307744
3,10145,22168,11,100,HON,HONEYWELL INTERNATIONAL INC,HON,336412,Q,A,R,60018933,25476,3,3724,19,497,1,96,12/31/1925,12/31/2024,12/31/1925,12/31/2024,12/31/1925,12/31/2024,84983633.12
92,17830,21832,11,100,RTX,R T X CORP,RTX,336412,N,A,R,0,0,1,3724,13,504,1,0,4/11/1929,12/31/2024,4/11/1929,12/31/2024,4/11/1929,12/31/2024,50342678.85
498,91152,50481,11,100,TDG,TRANSDIGM GROUP INC,TDG,336413,N,A,R,0,0,1,3728,1,227,1,0,3/15/2006,12/31/2024,3/15/2006,12/31/2024,3/15/2006,12/31/2024,13365807.39
106,21178,21110,11,100,LMT,LOCKHEED MARTIN CORP,LMT,336414,N,A,R,0,0,1,3761,10,486,1,0,12/9/1939,12/31/2024,12/9/1939,12/31/2024,12/9/1939,12/31/2024,74214003.87
374,81677,30913,11,100,WAB,WABTEC CORP,WAB,336510,N,A,R,0,0,1,3743,6,363,1,0,6/16/1995,12/31/2024,6/16/1995,12/31/2024,6/16/1995,12/31/2024,7483913.46
33,12623,53697,11,100,HII,HUNTINGTON INGALLS INDS INC,HII,336611,N,A,R,0,0,1,3731,4,168,1,0,3/31/2011,12/31/2024,3/31/2011,12/31/2024,3/31/2011,12/31/2024,8765492.3
298,70033,20881,11,100,HOG,HARLEY DAVIDSON INC,HOG,336991,N,A,R,0,0,1,3751,7,417,1,0,7/8/1986,12/31/2024,7/8/1986,12/31/2024,7/8/1986,12/31/2024,10419000.62
267,60943,2636,11,100,LEG,LEGGETT & PLATT INC,LEG,337910,N,A,R,60002635,3358,1,2515,6,444,1,0,12/14/1972,12/31/2024,12/14/1972,12/31/2024,12/14/1972,12/31/2024,6597108
114,22111,21018,11,100,JNJ,JOHNSON & JOHNSON,JNJ,339112,N,A,R,0,0,1,3841,9,496,1,0,9/25/1944,12/31/2024,9/25/1944,12/31/2024,9/25/1944,12/31/2024,315146426.9
118,22592,21205,11,100,MMM,3M CO,MMM,339112,N,A,R,0,0,1,3841,14,489,1,0,1/14/1946,12/31/2024,1/14/1946,12/31/2024,1/14/1946,12/31/2024,90468516.94
305,73139,4298,11,100,SYK,STRYKER CORP,SYK,339112,N,A,R,60004297,5453,1,3841,7,410,1,298,5/2/1979,12/31/2024,5/2/1979,12/31/2024,5/2/1979,12/31/2024,44720802.36
188,39642,20284,11,100,BDX,BECTON DICKINSON & CO,BDX,339112,N,A,R,0,0,1,3841,4,456,1,0,9/25/1963,12/31/2024,9/25/1963,12/31/2024,9/25/1963,12/31/2024,34415514.93
340,77605,29489,11,100,BSX,BOSTON SCIENTIFIC CORP,BSX,339112,N,A,R,0,0,1,3841,4,385,1,0,5/19/1992,12/31/2024,5/19/1992,12/31/2024,5/19/1992,12/31/2024,29793492.76
156,27887,20277,11,100,BAX,BAXTER INTERNATIONAL INC,BAX,339112,N,A,R,0,0,1,3841,11,471,1,0,5/16/1961,12/31/2024,5/16/1961,12/31/2024,5/16/1961,12/31/2024,24171804.8
375,81736,13753,11,100,RMD,RESMED INC,RMD,339112,N,A,R,60013607,18572,1,3841,8,329,1,276,6/2/1995,12/31/2024,6/2/1995,12/31/2024,6/2/1995,12/31/2024,8732843.7
203,44329,21723,11,100,TFX,TELEFLEX INC,TFX,339112,N,A,R,0,0,1,3841,7,453,1,0,4/24/1967,12/31/2024,4/24/1967,12/31/2024,4/24/1967,12/31/2024,6998259.58
488,90664,46559,11,100,DXCM,DEXCOM INC,DXCM,339112,Q,A,R,60058481,47974,3,3841,3,177,1,907,4/14/2005,12/31/2024,4/14/2005,12/31/2024,4/14/2005,12/31/2024,4927950
509,92050,52301,11,100,PODD,INSULET CORP,PODD,339112,Q,A,R,60064211,56211,3,3841,4,166,1,825,5/15/2007,12/31/2024,5/15/2007,12/31/2024,5/15/2007,12/31/2024,2146056.3
447,88352,37727,11,100,ISRG,INTUITIVE SURGICAL INC,ISRG,339113,Q,A,R,60017642,23792,3,3842,5,214,1,1496,6/13/2000,12/31/2024,6/13/2000,12/31/2024,6/13/2000,12/31/2024,25286525.21
441,87657,36952,11,100,EW,EDWARDS LIFESCIENCES CORP,EW,339113,N,A,R,0,0,1,3842,5,303,1,0,4/3/2000,12/31/2024,4/3/2000,12/31/2024,4/3/2000,12/31/2024,20423513.28
458,89070,41870,11,100,ZBH,ZIMMER BIOMET HOLDINGS INC,ZBH,339113,N,A,R,0,0,1,3842,5,286,1,0,8/7/2001,12/31/2024,8/7/2001,12/31/2024,8/7/2001,12/31/2024,20279922.12
14,11600,9424,11,100,XRAY,DENTSPLY SIRONA INC,XRAY,339114,Q,A,R,60009368,12540,3,3840,4,274,1,1686,8/12/1987,12/31/2024,8/12/1987,12/31/2024,8/12/1987,12/31/2024,13488462
452,88860,41154,11,100,ALGN,ALIGN TECHNOLOGY INC,ALGN,339114,Q,A,R,60020999,28214,3,3843,5,219,1,1261,1/26/2001,12/31/2024,1/26/2001,12/31/2024,1/26/2001,12/31/2024,7713458.88
383,82621,14097,11,100,MLSS,MILESTONE SCIENTIFIC INC,MLSS,339114,A,A,R,60013946,19004,2,3843,10,233,1,102,11/7/1995,12/31/2024,11/7/1995,12/31/2024,11/7/1995,12/31/2024,39093.6
287,65541,5780,11,100,COO,COOPER COMPANIES INC,COO,339115,Q,A,R,60018295,24652,3,3851,9,422,1,47,1/21/1983,12/31/2024,1/21/1983,12/31/2024,1/21/1983,12/31/2024,8545042.562
237,52978,20887,11,100,HAS,HASBRO INC,HAS,339930,Q,A,R,60016391,22076,3,3944,8,404,1,396,8/11/1971,12/31/2024,8/11/1971,12/31/2024,8/11/1971,12/31/2024,9934062.6
187,39538,21168,11,100,MAT,MATTEL INC,MAT,339930,Q,A,R,60019288,25896,3,3942,11,412,1,419,8/12/1963,12/31/2024,8/12/1963,12/31/2024,8/12/1963,12/31/2024,9751552
365,80320,12926,11,100,CPRT,COPART INC,CPRT,423110,Q,A,R,60012796,17465,3,5010,4,266,1,1663,3/17/1994,12/31/2024,3/17/1994,12/31/2024,3/17/1994,12/31/2024,6384731.92
209,46674,20807,11,100,GPC,GENUINE PARTS CO,GPC,423120,N,A,R,0,0,1,5013,6,453,1,0,8/20/1968,12/31/2024,8/20/1968,12/31/2024,8/20/1968,12/31/2024,14223719.31
309,75573,9798,11,100,ODP,O D P CORP,ODP,423420,Q,A,R,60019663,26335,3,5940,7,394,1,408,6/1/1988,12/31/2024,6/1/1988,12/31/2024,6/1/1988,12/31/2024,2328206.8
381,82581,14098,11,100,HSIC,SCHEIN HENRY INC,HSIC,423450,Q,A,R,60013947,19005,3,5047,4,244,1,1698,11/3/1995,12/31/2024,11/3/1995,12/31/2024,11/3/1995,12/31/2024,9693124.478
345,78034,11778,11,100,PDCO,PATTERSON COMPANIES INC,PDCO,423450,Q,A,R,60011671,15983,3,5990,4,270,1,1485,10/28/1992,12/31/2024,10/28/1992,12/31/2024,10/28/1992,12/31/2024,4166027.95
235,52695,20841,11,100,GWW,GRAINGER W W INC,GWW,423840,N,A,R,0,0,1,5085,10,455,1,0,6/23/1971,12/31/2024,6/23/1971,12/31/2024,6/23/1971,12/31/2024,13966186.5
15,11618,9440,11,100,FAST,FASTENAL CO,FAST,423840,Q,A,R,60009384,12569,3,5200,5,288,1,1851,8/20/1987,12/31/2024,8/20/1987,12/31/2024,8/20/1987,12/31/2024,13576155.9
380,82515,14046,11,100,POOL,POOL CORP,POOL,423910,Q,A,R,60013897,18936,3,5090,6,248,1,1816,10/13/1995,12/31/2024,10/13/1995,12/31/2024,10/13/1995,12/31/2024,4299657.6
474,89866,44497,11,100,LKQ,L K Q CORP,LKQ,423930,Q,A,R,60054303,41268,3,5015,6,206,1,973,10/3/2003,12/31/2024,10/3/2003,12/31/2024,10/3/2003,12/31/2024,9543121.35
369,81061,30521,11,100,MCK,MCKESSON H B O C INC,MCK,424210,N,A,R,0,0,1,5122,9,372,1,0,12/1/1994,12/31/2024,12/1/1994,12/31/2024,12/1/1994,12/31/2024,33332004.15
108,21371,6262,11,100,CAH,CARDINAL HEALTH INC,CAH,424210,N,A,R,60006237,7868,1,5122,9,428,1,218,8/4/1983,12/31/2024,8/4/1983,12/31/2024,8/4/1983,12/31/2024,23838292.24
371,81540,13650,11,100,COR,CENCORA INC,COR,424210,N,A,R,60013505,18448,1,5122,9,360,1,19,4/4/1995,12/31/2024,4/4/1995,12/31/2024,4/4/1995,12/31/2024,18182461
230,52038,21698,11,100,SYY,SYSCO CORP,SYY,424490,N,A,R,0,0,1,5149,9,458,1,0,2/26/1971,12/31/2024,2/26/1971,12/31/2024,2/26/1971,12/31/2024,30081205
480,90248,45379,11,100,DPZ,DOMINOS PIZZA INC,DPZ,424490,N,A,R,0,0,1,5149,4,250,1,0,7/13/2004,12/31/2024,7/13/2004,12/31/2024,7/13/2004,12/31/2024,7631843.48
135,24272,20222,11,100,ASH,ASHLAND INC 2022,ASH,424690,N,A,R,0,0,1,5169,20,496,1,0,5/8/1950,12/31/2024,5/8/1950,12/31/2024,5/8/1950,12/31/2024,3391566.978
168,32803,20922,11,100,DINO,H F SINCLAIR CORP,DINO,424720,N,A,R,0,0,1,5172,13,450,1,0,7/2/1962,12/31/2024,7/2/1962,12/31/2024,7/2/1962,12/31/2024,5925776.4
322,76282,10594,11,100,AN,AUTONATION INC DEL,AN,441110,N,A,R,60010512,14300,1,5511,9,370,1,214,5/11/1990,12/31/2024,5/11/1990,12/31/2024,5/11/1990,12/31/2024,4979448.32
469,89508,43519,11,100,KMX,CARMAX INC,KMX,441120,N,A,R,0,0,1,5521,3,270,1,0,10/1/2002,12/31/2024,10/1/2002,12/31/2024,10/1/2002,12/31/2024,12144091.82
350,79103,12097,11,100,ORLY,O REILLY AUTOMOTIVE INC NEW,ORLY,441330,Q,A,R,60011984,16417,3,5531,7,219,1,1746,4/23/1993,12/31/2024,4/23/1993,12/31/2024,4/23/1993,12/31/2024,26074699.57
323,76605,29009,11,100,AZO,AUTOZONE INC,AZO,441330,N,A,R,0,0,1,5531,8,393,1,0,4/2/1991,12/31/2024,4/2/1991,12/31/2024,4/2/1991,12/31/2024,22652377.23
463,89217,42402,11,100,AAP,ADVANCE AUTO PARTS INC,AAP,441330,N,A,R,0,0,1,5531,6,284,1,0,11/29/2001,12/31/2024,11/29/2001,12/31/2024,11/29/2001,12/31/2024,12565373.14
291,66181,5085,11,100,HD,HOME DEPOT INC,HD,444110,N,A,R,60005082,6406,1,5211,8,440,1,36,9/22/1981,12/31/2024,9/22/1981,12/31/2024,9/22/1981,12/31/2024,163611203.9
261,60206,4162,11,100,SNA,SNAP ON INC,SNA,444140,N,A,R,60004161,5271,1,5251,12,450,1,0,12/14/1972,12/31/2024,12/14/1972,12/31/2024,12/14/1972,12/31/2024,9930978.17
271,61399,2709,11,100,LOW,LOWES COMPANIES INC,LOW,444180,N,A,R,60002708,3456,1,5211,6,434,1,0,12/14/1972,12/31/2024,12/14/1972,12/31/2024,12/14/1972,12/31/2024,61715644.65
85,16678,21068,11,100,KR,KROGER CO,KR,445110,N,A,R,0,0,1,5411,7,503,1,0,1/26/1928,12/31/2024,1/26/1928,12/31/2024,1/26/1928,12/31/2024,31633575
387,83011,6149,11,100,WSM,WILLIAMS SONOMA INC,WSM,449129,N,A,R,60006126,7692,1,5719,7,391,1,338,7/7/1983,12/31/2024,7/7/1983,12/31/2024,7/7/1983,12/31/2024,4346620.08
467,89301,42775,11,100,GME,GAMESTOP CORP NEW,GME,449210,N,A,R,0,0,1,5734,8,287,1,0,2/13/2002,12/31/2024,2/13/2002,12/31/2024,2/13/2002,12/31/2024,2584568.75
242,55976,21880,11,100,WMT,WALMART INC,WMT,455110,N,A,R,0,0,1,5311,8,452,1,0,11/20/1972,12/31/2024,11/20/1972,12/31/2024,11/20/1972,12/31/2024,211005225.4
338,77462,22856,11,100,M,MACYS INC,M,455110,N,A,R,0,0,1,5311,7,390,1,0,3/17/1992,12/31/2024,3/17/1992,12/31/2024,3/17/1992,12/31/2024,10768754.1
341,77606,29494,11,100,KSS,KOHLS CORP,KSS,455110,N,A,R,0,0,1,5311,7,390,1,0,5/19/1992,12/31/2024,5/19/1992,12/31/2024,5/19/1992,12/31/2024,8784825.94
221,49429,20584,11,100,DDS,DILLARDS INC,DDS,455110,N,A,R,0,0,1,5311,11,434,1,0,10/27/1969,12/31/2024,10/27/1969,12/31/2024,10/27/1969,12/31/2024,1813765.64
432,87055,7882,11,100,COST,COSTCO WHOLESALE CORP NEW,COST,455219,Q,A,R,60012633,17254,3,5330,8,291,1,2187,11/27/1985,12/31/2024,11/27/1985,12/31/2024,11/27/1985,12/31/2024,70159805.2
219,49154,20561,11,100,TGT,TARGET CORP,TGT,455219,N,A,R,0,0,1,5331,6,447,1,0,9/8/1969,12/31/2024,9/8/1969,12/31/2024,9/8/1969,12/31/2024,40863311.25
522,93096,53264,11,100,DG,DOLLAR GENERAL CORP NEW,DG,455219,N,A,R,0,0,1,5331,5,187,1,0,11/13/2009,12/31/2024,11/13/2009,12/31/2024,11/13/2009,12/31/2024,20496026.16
370,81481,13603,11,100,DLTR,DOLLAR TREE INC,DLTR,455219,Q,A,R,60013459,18393,3,5331,5,250,1,1917,3/7/1995,12/31/2024,3/7/1995,12/31/2024,3/7/1995,12/31/2024,18260773.75
100,19502,21881,11,100,WBA,WALGREENS BOOTS ALLIANCE INC,WBA,456110,Q,A,R,60020528,27423,3,5912,8,447,1,313,2/15/1934,12/31/2024,2/15/1934,12/31/2024,2/15/1934,12/31/2024,89547853.6
86,17005,21185,11,100,CVS,C V S HEALTH CORP,CVS,456110,N,A,R,0,0,1,5912,12,501,1,0,9/27/1928,12/31/2024,9/27/1928,12/31/2024,9/27/1928,12/31/2024,85688373.65
514,92322,52788,11,100,ULTA,ULTA BEAUTY INC,ULTA,456120,Q,A,R,60065428,58120,3,5999,4,161,1,767,10/25/2007,12/31/2024,10/25/2007,12/31/2024,10/25/2007,12/31/2024,15973965.82
191,40539,21949,11,100,TJX,T J X COMPANIES INC NEW,TJX,458110,N,A,R,0,0,1,5651,11,463,1,0,5/12/1964,12/31/2024,5/12/1964,12/31/2024,5/12/1964,12/31/2024,49185930.45
503,91556,7684,11,100,ROST,ROSS STORES INC,ROST,458110,Q,A,R,60007639,10020,3,5650,6,325,1,2134,8/8/1985,12/31/2024,8/8/1985,12/31/2024,8/8/1985,12/31/2024,26019613.8
281,64282,2664,11,100,BBWI,BATH & BODY WORKS INC,BBWI,458110,N,A,R,60002663,3397,1,5621,13,451,1,0,2/9/1973,12/31/2024,2/9/1973,12/31/2024,2/9/1973,12/31/2024,14712219.22
255,59010,1892,11,100,GAP,GAP INC,GAP,458110,N,A,R,60001891,2424,1,5651,7,442,1,0,5/20/1976,12/31/2024,5/20/1976,12/31/2024,5/20/1976,12/31/2024,9365725.88
512,92203,52547,11,100,LULU,LULULEMON ATHLETICA INC,LULU,458110,Q,A,R,60065067,57424,3,5600,4,180,1,1049,7/30/2007,12/31/2024,7/30/2007,12/31/2024,7/30/2007,12/31/2024,8507531.55
249,57817,3217,11,100,JWN,NORDSTROM INC,JWN,458110,N,A,R,60003216,4095,1,5651,9,406,1,627,12/14/1972,12/31/2024,12/14/1972,12/31/2024,12/14/1972,12/31/2024,8254546.04
359,79881,12546,11,100,URBN,URBAN OUTFITTERS INC,URBN,458110,Q,A,R,60012429,17000,3,5650,5,264,1,1877,11/9/1993,12/31/2024,11/9/1993,12/31/2024,11/9/1993,12/31/2024,3321967.72
391,83976,22200,11,100,ANF,ABERCROMBIE & FITCH CO,ANF,458110,N,A,R,0,0,1,5611,5,346,1,0,9/26/1996,12/31/2024,9/26/1996,12/31/2024,9/26/1996,12/31/2024,819544.25
75,15456,21936,11,100,FL,FOOT LOCKER INC,FL,458210,N,A,R,0,0,1,5661,14,493,1,0,12/31/1925,12/31/2024,12/31/1925,12/31/2024,12/31/1925,12/31/2024,9494541.45
7,10866,20342,11,100,CAL,CALERES INC,CAL,458210,N,A,R,0,0,1,5661,13,502,1,0,12/31/1925,12/31/2024,12/31/1925,12/31/2024,12/31/1925,12/31/2024,1400371.23
